0 0 0 23 43.000000
0 0 0 28 53.000000
0 0 0 20 37.000000
0 0 0 26 49.000000
0 0 0 21 39.000000
0 0 0 29 55.000000
0 0 0 19 35.000000
0 0 0 15 27.000000
0 0 0 22 41.000000
0 0 0 26 49.000000
0 0 0 26 49.000000
0 0 0 31 59.000000
0 0 0 32 61.000000
0 0 0 22 41.000000
0 0 0 32 61.000000
0 0 0 24 45.000000
0 0 0 18 33.000000
0 0 0 26 49.000000
0 0 0 22 41.000000
0 0 0 18 33.000000
0 0 0 33 63.000000
0 0 0 16 29.000000
0 0 0 18 33.000000
0 0 0 32 61.000000
0 0 0 19 35.000000
0 0 0 27 51.000000
0 0 0 27 51.000000
0 0 0 23 43.000000
0 0 0 29 55.000000
0 0 0 31 59.000000
0 0 0 32 61.000000
0 0 0 24 45.000000
0 0 0 24 45.000000
0 0 0 19 35.000000
0 0 0 14 25.000000
0 0 0 22 41.000000
0 0 0 19 35.000000
0 0 0 31 59.000000
0 0 0 29 55.000000
0 0 0 32 61.000000
0 0 0 20 37.000000
0 0 0 22 41.000000
0 0 0 21 39.000000
0 0 0 18 33.000000
0 0 0 31 59.000000
0 0 0 26 49.000000
0 0 0 25 47.000000
0 0 0 26 49.000000
0 0 0 21 39.000000
0 0 0 26 49.000000
0 0 0 21 39.000000
0 0 0 28 53.000000
0 0 0 22 41.000000
0 0 0 24 45.000000
0 0 0 24 45.000000
0 0 0 29 55.000000
0 0 0 29 55.000000
0 0 0 36 69.000000
0 0 0 27 51.000000
0 0 0 23 43.000000
0 0 0 19 35.000000
0 0 0 21 39.000000
0 0 0 28 53.000000
0 0 0 18 33.000000
0 0 0 22 41.000000
0 0 0 25 47.000000
0 0 0 29 55.000000
0 0 0 30 57.000000
0 0 0 41 79.000000
0 0 0 22 41.000000
0 0 0 35 67.000000
0 0 0 20 37.000000
0 0 0 31 59.000000
0 0 0 19 35.000000
0 0 0 24 45.000000
0 0 0 25 47.000000
0 0 0 26 48.000000
0 0 0 25 47.000000
0 0 0 21 39.000000
0 0 0 23 43.000000
